datetime,open,high,low,close,volume
2025-07-31 12:00:00,3.1516,3.1525,3.1212,3.1353,4288487.5
2025-07-31 12:30:00,3.1354,3.139,3.1218,3.1346,2795097.5
2025-07-31 13:00:00,3.1345,3.1351,3.0965,3.1062,4165529.0
2025-07-31 13:30:00,3.1062,3.1223,3.084,3.1129,4672135.4
2025-07-31 14:00:00,3.1129,3.1249,3.0839,3.0867,4100673.6
2025-07-31 14:30:00,3.0866,3.1036,3.0809,3.0811,3070884.2
2025-07-31 15:00:00,3.081,3.1,3.0763,3.0941,2929592.9
2025-07-31 15:30:00,3.0941,3.1029,3.0903,3.1011,2323352.3
2025-07-31 16:00:00,3.1011,3.1223,3.0963,3.1201,3365922.8
2025-07-31 16:30:00,3.1201,3.1366,3.1139,3.1218,2507560.5
2025-07-31 17:00:00,3.1218,3.1225,3.0883,3.0941,2179181.6
2025-07-31 17:30:00,3.0941,3.1032,3.08,3.086,2351905.5
2025-07-31 18:00:00,3.086,3.0953,3.0688,3.094,4030737.4
2025-07-31 18:30:00,3.094,3.1001,3.078,3.0845,2301397.0
2025-07-31 19:00:00,3.0846,3.0901,3.0674,3.0683,2700276.0
2025-07-31 19:30:00,3.0684,3.0706,3.0525,3.0579,3753108.6
2025-07-31 20:00:00,3.0578,3.0673,3.0444,3.0586,5373166.8
2025-07-31 20:30:00,3.0586,3.0646,3.0465,3.0514,3001202.2
2025-07-31 21:00:00,3.0514,3.06,3.0419,3.0578,3388862.3
2025-07-31 21:30:00,3.0577,3.0675,3.029,3.0493,6710135.2
2025-07-31 22:00:00,3.0493,3.0495,3.0225,3.0335,5803885.4
2025-07-31 22:30:00,3.0335,3.0341,3.0161,3.027,5311712.6
2025-07-31 23:00:00,3.027,3.0433,3.0262,3.0297,3062575.8
2025-07-31 23:30:00,3.0297,3.0301,3.0108,3.0224,3372131.6
2025-08-01 00:00:00,3.0223,3.026,2.9782,3.0039,14452371.4
2025-08-01 00:30:00,3.0038,3.0106,2.9292,2.9868,18069206.5
2025-08-01 01:00:00,2.9869,2.9988,2.9368,2.9701,10050701.5
2025-08-01 01:30:00,2.9701,2.9922,2.957,2.986,6122078.3
2025-08-01 02:00:00,2.9859,3.0173,2.9774,3.0061,5940236.7
2025-08-01 02:30:00,3.0062,3.024,3.0023,3.0191,3011078.9
2025-08-01 03:00:00,3.0191,3.0243,3.0021,3.0194,2316245.8
2025-08-01 03:30:00,3.0193,3.0202,2.994,2.9983,2376706.4
2025-08-01 04:00:00,2.9982,2.9982,2.9768,2.9818,2874813.7
2025-08-01 04:30:00,2.9818,2.9921,2.9734,2.9859,2482573.2
2025-08-01 05:00:00,2.986,2.997,2.9681,2.9695,3350126.2
2025-08-01 05:30:00,2.9695,2.982,2.9518,2.959,4241783.8
2025-08-01 06:00:00,2.959,2.9672,2.9404,2.944,3888281.6
2025-08-01 06:30:00,2.9441,2.9652,2.9351,2.9626,3537040.8
2025-08-01 07:00:00,2.9625,2.9719,2.9442,2.9465,4153445.0
2025-08-01 07:30:00,2.9465,2.9636,2.9388,2.9558,4493123.1
2025-08-01 08:00:00,2.9558,2.9558,2.892,2.9128,15336049.8
2025-08-01 08:30:00,2.9129,2.9331,2.9001,2.9157,6798754.4
2025-08-01 09:00:00,2.9157,2.9395,2.9128,2.9355,4324954.0
2025-08-01 09:30:00,2.9355,2.9418,2.9208,2.9223,2503402.9
2025-08-01 10:00:00,2.9223,2.9492,2.9197,2.9428,2850088.0
2025-08-01 10:30:00,2.9428,2.9591,2.9373,2.9527,3321181.1
2025-08-01 11:00:00,2.9527,2.9577,2.94,2.9482,2927300.3
2025-08-01 11:30:00,2.9482,2.9721,2.9452,2.9707,3183951.8
2025-08-01 12:00:00,2.9706,2.9919,2.9668,2.9855,4773031.6
2025-08-01 12:30:00,2.9856,3.0081,2.9726,2.9938,8417991.0
2025-08-01 13:00:00,2.9938,3.018,2.9927,3.0,5251063.6
2025-08-01 13:30:00,3.0,3.0033,2.93,2.9575,10427155.0
2025-08-01 14:00:00,2.9575,3.0324,2.9357,3.0307,10422835.4
2025-08-01 14:30:00,3.0308,3.0585,3.0184,3.0531,7870421.6
2025-08-01 15:00:00,3.0532,3.059,3.0092,3.0241,5282359.0
2025-08-01 15:30:00,3.0241,3.0522,3.0217,3.0436,4233532.1
2025-08-01 16:00:00,3.0435,3.0526,3.0333,3.0395,2991128.9
2025-08-01 16:30:00,3.0395,3.0398,3.0053,3.0119,4198282.5
2025-08-01 17:00:00,3.0118,3.022,2.9852,3.0124,4805921.1
2025-08-01 17:30:00,3.0123,3.0323,2.9901,3.002,2426855.5
2025-08-01 18:00:00,3.0019,3.0215,2.9742,3.0112,5158951.5
2025-08-01 18:30:00,3.0111,3.0307,3.0012,3.01,4282797.0
2025-08-01 19:00:00,3.01,3.0196,2.9968,3.0114,4317836.5
2025-08-01 19:30:00,3.0114,3.0321,3.0035,3.0141,4404474.9
2025-08-01 20:00:00,3.0142,3.0222,2.9656,2.9862,6499404.9
2025-08-01 20:30:00,2.9861,3.0126,2.9557,3.008,3637157.1
2025-08-01 21:00:00,3.0079,3.029,3.0043,3.0112,3199711.7
2025-08-01 21:30:00,3.0113,3.015,2.9914,2.9956,1821756.1
2025-08-01 22:00:00,2.9955,2.9992,2.9236,2.9336,6884065.6
2025-08-01 22:30:00,2.9335,2.9393,2.8959,2.925,11510537.0
2025-08-01 23:00:00,2.9249,2.9645,2.9177,2.958,3321546.9
2025-08-01 23:30:00,2.9579,2.971,2.9453,2.9613,2240384.7
2025-08-02 00:00:00,2.9614,2.9738,2.9478,2.9602,2941722.3
2025-08-02 00:30:00,2.9603,2.986,2.9513,2.9787,3364463.8
2025-08-02 01:00:00,2.9787,2.9835,2.9608,2.9657,1032431.4
2025-08-02 01:30:00,2.9656,2.9796,2.961,2.9772,848816.2
2025-08-02 02:00:00,2.9772,2.9804,2.9701,2.9761,749974.1
2025-08-02 02:30:00,2.9761,2.9808,2.972,2.9765,634532.2
2025-08-02 03:00:00,2.9765,2.9838,2.9739,2.9755,793768.0
2025-08-02 03:30:00,2.9754,2.9835,2.9734,2.9834,653693.2
2025-08-02 04:00:00,2.9834,2.9976,2.9794,2.9975,1369619.4
2025-08-02 04:30:00,2.9976,3.0206,2.997,3.0191,2842738.9
2025-08-02 05:00:00,3.019,3.0203,3.0042,3.0177,4653794.3
2025-08-02 05:30:00,3.0177,3.0181,3.0049,3.0108,2060083.8
2025-08-02 06:00:00,3.0107,3.012,2.966,2.9679,2895360.6
2025-08-02 06:30:00,2.9678,2.9744,2.9456,2.9692,3066862.5
2025-08-02 07:00:00,2.9692,2.9805,2.9467,2.9791,1979833.9
2025-08-02 07:30:00,2.9791,2.9945,2.972,2.9924,1973126.6
2025-08-02 08:00:00,2.9924,3.0023,2.9837,2.9849,1907653.3
2025-08-02 08:30:00,2.9849,2.9915,2.9737,2.9776,1590042.6
2025-08-02 09:00:00,2.9776,2.9849,2.96,2.9632,1369089.2
2025-08-02 09:30:00,2.9633,2.9684,2.9545,2.9668,1835370.8
2025-08-02 10:00:00,2.9669,2.9704,2.9441,2.9561,2177262.9
2025-08-02 10:30:00,2.9561,2.9569,2.933,2.9437,2130530.1
2025-08-02 11:00:00,2.9436,2.962,2.93,2.9595,2279326.9
2025-08-02 11:30:00,2.9595,2.9611,2.9376,2.9404,2212787.4
2025-08-02 12:00:00,2.9404,2.9454,2.929,2.9325,2151866.9
2025-08-02 12:30:00,2.9325,2.9425,2.9235,2.9387,1968118.9
2025-08-02 13:00:00,2.9387,2.9412,2.9222,2.9251,1400579.7
2025-08-02 13:30:00,2.9251,2.9466,2.9184,2.9392,2315940.3
2025-08-02 14:00:00,2.9393,2.9411,2.9036,2.9101,3707137.1
2025-08-02 14:30:00,2.91,2.91,2.8714,2.8789,9918852.9
2025-08-02 15:00:00,2.8788,2.8942,2.8737,2.8788,3985521.2
2025-08-02 15:30:00,2.8788,2.8804,2.822,2.83,11959201.6
2025-08-02 16:00:00,2.83,2.8446,2.8246,2.8329,5874628.7
2025-08-02 16:30:00,2.833,2.8527,2.8117,2.8443,7180543.8
2025-08-02 17:00:00,2.8442,2.8654,2.8371,2.8651,5269507.3
2025-08-02 17:30:00,2.8651,2.8658,2.8082,2.8239,5476663.6
2025-08-02 18:00:00,2.824,2.8332,2.7666,2.7673,13250986.9
2025-08-02 18:30:00,2.7673,2.7765,2.7418,2.7605,15474191.8
2025-08-02 19:00:00,2.7605,2.8049,2.7547,2.8043,6522123.8
2025-08-02 19:30:00,2.8044,2.8182,2.773,2.7794,6969870.4
2025-08-02 20:00:00,2.7793,2.8013,2.7762,2.7921,3044917.9
2025-08-02 20:30:00,2.792,2.7983,2.7798,2.7979,2955874.3
