datetime,open,high,low,close,volume
2023-11-01,1815.66,1861.63,1782.73,1848.2,3596670.145
2023-11-02,1848.2,1876.26,1784.0,1800.68,2902767.066
2023-11-03,1800.68,1834.32,1775.36,1832.49,2284646.929
2023-11-04,1832.49,1870.68,1823.32,1856.08,1368734.648
2023-11-05,1856.08,1914.96,1846.21,1892.49,3049000.645
2023-11-06,1892.49,1916.8,1869.13,1901.71,2360118.573
2023-11-07,1901.72,1908.47,1850.1,1885.79,2747654.474
2023-11-08,1885.79,1906.2,1873.13,1888.42,1671720.477
2023-11-09,1888.42,2134.3,1881.79,2122.92,8102128.485
2023-11-10,2122.92,2139.6,2066.0,2079.1,3645227.908
2023-11-11,2079.1,2091.97,2021.0,2054.52,2484048.95
2023-11-12,2054.53,2068.96,2011.5,2046.08,1719295.996
2023-11-13,2046.07,2120.0,2030.0,2055.18,4007607.657
2023-11-14,2055.18,2066.39,1920.0,1980.11,3803937.012
2023-11-15,1980.11,2064.08,1967.85,2059.29,3044717.364
2023-11-16,2059.3,2093.0,1938.4,1962.13,4348334.629
2023-11-17,1962.14,1992.26,1903.81,1961.21,3228385.518
2023-11-18,1961.21,1972.06,1916.0,1963.19,1643154.159
2023-11-19,1963.19,2016.45,1943.44,2012.46,1726269.572
2023-11-20,2012.45,2068.8,1981.96,2022.41,3280845.795
2023-11-21,2022.41,2036.06,1929.85,1933.44,4105107.032
2023-11-22,1933.44,2093.78,1928.74,2063.91,3525684.092
2023-11-23,2063.92,2089.75,2033.5,2062.68,2101282.327
2023-11-24,2062.67,2135.0,2057.77,2081.16,3231969.816
2023-11-25,2081.16,2090.79,2065.59,2082.87,1027458.693
2023-11-26,2082.87,2094.96,2035.0,2061.97,2265552.05
2023-11-27,2061.97,2071.0,1985.0,2027.57,2895401.474
2023-11-28,2027.57,2075.87,1994.85,2048.2,2601579.447
2023-11-29,2048.21,2077.0,2018.56,2028.41,2090299.255
2023-11-30,2028.41,2054.97,2020.4,2051.76,1702901.412
2023-12-01,2051.77,2111.5,2044.35,2086.99,2908736.552
2023-12-02,2086.99,2199.99,2085.63,2165.28,2703872.717
2023-12-03,2165.26,2219.17,2148.17,2193.24,2138376.029
2023-12-04,2193.25,2276.84,2191.52,2243.66,3783378.877
2023-12-05,2243.67,2311.51,2186.0,2293.97,4121719.56
2023-12-06,2293.97,2314.98,2218.49,2233.29,2935176.941
2023-12-07,2233.32,2387.2,2222.08,2357.04,3592068.146
2023-12-08,2357.05,2397.44,2333.36,2360.82,2691981.223
2023-12-09,2360.82,2407.63,2328.0,2342.4,2422255.37
2023-12-10,2342.41,2379.98,2323.0,2353.97,1509788.704
2023-12-11,2353.99,2356.73,2114.63,2225.56,4715186.38
2023-12-12,2225.55,2245.37,2164.82,2204.7,2861907.892
2023-12-13,2204.71,2285.91,2145.33,2261.44,3400818.732
2023-12-14,2261.45,2333.29,2212.04,2316.54,3279042.292
2023-12-15,2316.53,2319.32,2195.28,2221.71,2619585.033
2023-12-16,2221.71,2264.95,2211.16,2229.64,1615397.454
2023-12-17,2229.63,2251.24,2190.0,2197.93,1888776.25
2023-12-18,2197.93,2226.52,2116.56,2220.48,3103789.978
2023-12-19,2220.49,2256.64,2135.03,2179.02,2922787.525
2023-12-20,2179.01,2269.56,2156.0,2203.95,3264604.314
2023-12-21,2203.95,2282.41,2184.9,2241.35,3165860.981
2023-12-22,2241.47,2345.95,2232.56,2326.53,4099057.645
2023-12-23,2326.54,2332.75,2265.0,2309.86,1865910.468
2023-12-24,2309.86,2328.79,2241.2,2265.43,2062149.982
2023-12-25,2265.42,2308.0,2254.38,2273.07,1894335.789
2023-12-26,2273.08,2277.51,2178.84,2232.44,2717406.562
2023-12-27,2232.45,2395.0,2213.68,2380.31,3570723.046
2023-12-28,2380.32,2455.52,2336.02,2345.96,4260463.058
2023-12-29,2345.98,2388.74,2254.72,2300.6,3866751.979
2023-12-30,2300.61,2325.0,2269.15,2293.26,1809956.531
2023-12-31,2293.26,2324.78,2258.0,2283.85,1671717.997
2024-01-01,2283.84,2354.95,2266.67,2354.62,1658563.418
2024-01-02,2354.63,2434.49,2335.0,2356.93,3376173.73
2024-01-03,2356.92,2387.48,2067.16,2210.39,4996919.678
2024-01-04,2210.39,2295.55,2202.1,2267.85,2512800.256
2024-01-05,2267.85,2278.16,2206.0,2268.93,2640741.967
2024-01-06,2268.92,2270.34,2215.56,2240.36,1201310.744
2024-01-07,2240.36,2257.98,2201.06,2220.87,1609796.697
2024-01-08,2220.87,2359.63,2165.43,2331.11,3478939.516
2024-01-09,2331.12,2377.36,2222.44,2344.44,4370510.933
2024-01-10,2344.33,2645.65,2336.28,2585.82,7740895.596
2024-01-11,2585.81,2691.9,2565.69,2618.59,5161427.019
2024-01-12,2618.6,2719.89,2458.38,2523.3,6484996.966
2024-01-13,2523.3,2591.29,2497.79,2578.5,2509197.587
2024-01-14,2578.51,2579.13,2470.0,2474.36,2126298.888
2024-01-15,2474.3,2555.0,2472.04,2512.21,1818558.839
2024-01-16,2512.2,2613.8,2500.0,2587.4,2456630.069
2024-01-17,2587.4,2593.01,2505.76,2530.62,2299529.287
2024-01-18,2530.61,2549.99,2428.22,2471.29,2928749.65
2024-01-19,2471.29,2505.16,2415.55,2492.46,2594474.775
2024-01-20,2492.46,2492.46,2453.79,2472.27,938896.162
2024-01-21,2472.26,2482.7,2451.0,2457.02,708291.369
2024-01-22,2457.02,2466.46,2302.21,2314.33,3645112.961
2024-01-23,2314.33,2351.76,2167.5,2241.67,4379161.194
2024-01-24,2241.67,2264.44,2195.0,2234.62,2256073.0
2024-01-25,2234.62,2242.55,2169.04,2218.02,2082826.704
2024-01-26,2218.01,2281.96,2195.15,2266.72,2261609.947
2024-01-27,2266.73,2283.35,2250.33,2266.99,944833.561
2024-01-28,2267.0,2308.0,2236.56,2256.0,1596669.122
2024-01-29,2256.0,2322.53,2232.0,2316.52,1959261.39
2024-01-30,2316.53,2392.84,2295.1,2341.95,2383935.871
2024-01-31,2341.96,2351.23,2261.88,2282.0,2607909.368
2024-02-01,2281.99,2311.51,2237.0,2303.33,1894237.423
2024-02-02,2303.32,2324.9,2280.05,2307.99,1514215.851
2024-02-03,2308.0,2330.45,2291.0,2295.42,938282.273
2024-02-04,2295.41,2311.0,2261.51,2288.66,1193801.655
2024-02-05,2288.66,2338.0,2267.62,2300.83,1689233.364
2024-02-06,2300.83,2392.0,2297.74,2371.74,2197507.85
2024-02-07,2371.74,2445.0,2352.06,2424.22,2154502.953
2024-02-08,2424.21,2463.28,2410.16,2418.76,1910078.832
2024-02-09,2418.77,2528.66,2418.26,2485.24,2908524.98
2024-02-10,2485.24,2516.12,2470.04,2499.2,1320062.188
2024-02-11,2499.2,2539.2,2492.16,2506.1,1521963.675
2024-02-12,2506.11,2667.74,2470.05,2660.91,3172400.237
