name,return,buy_hold,trades,win_rate,max_dd,sharpe,final_equity,avg_trade,leverage
5x EMA 20/100 RSI>68 Vol2x,64.78191479300003,126.59310890020055,31,45.16129032258064,-8.705594733195277,2.129441116669411,164781.91479300003,1.7388923668145706,5.0
5x EMA 20/100 RSI>70 Vol2x (ORIGINAL),54.17519016200001,126.59310890020055,31,41.935483870967744,-8.705594733195277,1.983647374904013,154175.190162,1.5149604359296687,5.0
