Strategy,Return %,Buy & Hold %,Max DD %,Sharpe,Sortino,Expo %,EV %,Trades,Data,Time
ExpandingKeltner,90.65,292.69,-15.25,1.157,2.439,29.81,31.096,20,SOL-1d-1000wks,01-10-2028 10:14
ExpandingKeltner,34.07,426.02,-5.01,1.143,2.389,12.14,5.479,43,SOL-6h-400wks,01-10-2028 10:14
ExpandingKeltner,90.79,410.61,-10.38,1.159,3.064,11.17,0.761,220,SOL-1h-250wks,01-10-2028 10:14
ExpandingKeltner,13.22,730.52,-29.96,0.205,0.391,11.19,0.087,444,SOL-15m-100wks,01-10-2028 10:14
ExpandingKeltner,2.5,37.98,-2.83,3.281,-,0.05,1.379,2,SOL-1m-8wks,01-10-2028 10:14
ExpandingKeltner,227.36,"13,579",-15.27,0.879,1.643,35.34,20.066,53,ETH-1d-1000wks,01-10-2028 10:14
ExpandingKeltner,107.17,547.15,-8.48,1.394,3.026,14.1,4.107,81,ETH-6h-400wks,01-10-2028 10:14
ExpandingKeltner,105.18,957.6,-12.03,1.093,2.683,12.58,0.648,279,ETH-1h-250wks,01-10-2028 10:14
ExpandingKeltner,25.13,257.48,-19.71,0.454,1.134,5.68,0.085,285,ETH-15m-150wks,01-10-2028 10:14
ExpandingKeltner,9.07,249.6,-3.54,1.25,2.221,19.57,10.088,6,BTC-1d-100wks,01-10-2028 10:14
ExpandingKeltner,448.32,"29,373",-27.01,1.013,1.776,37.62,10.354,58,BTC-1d-1000wks,01-10-2028 10:14
ExpandingKeltner,"1,874","33,600",-23.82,1.174,2.615,32.55,2.644,211,BTC-6h-1000wks,01-10-2028 10:14
ExpandingKeltner,"1,787","36,242",-23.59,1.171,2.607,32.81,2.664,207,BTC-6h-500wks,01-10-2028 10:14
ExpandingKeltner,103.14,"36,115",-41.49,0.254,0.474,17.82,0.101,786,BTC-1h-500wks,01-10-2028 10:14
ExpandingKeltner,33.25,490.65,-8.89,0.864,1.765,3.24,0.224,160,BTC-15m-150wks,01-10-2028 10:14
ExpandingKeltner,12.06,127.77,-7.75,0.938,1.935,3.28,0.313,47,BTC-USD-15m.csv,01-10-2028 10:14
ExpansiveBreakout,8.21,73.38,-4.69,0.783,1.451,7.19,1.433,16,TSLA-hourly,01-10-2028 11:17
ExpansiveBreakout,1.51,48.21,-2.81,0.185,0.309,1.06,0.335,8,AAPL-15m-3Y,01-10-2028 11:17
ExpansiveBreakout,11.48,292.69,-2.24,0.904,1.873,3.19,22.87,5,SOL-1d-1000wks,01-10-2028 11:17
ExpansiveBreakout,11.48,"13,579",-3.93,0.55,1.082,1.9,11.173,8,ETH-1d-1000wks,01-10-2028 11:17
ExpansiveBreakout,38.23,547.15,-3.4,1.358,3.428,3.75,6.915,25,ETH-6h-400wks,01-10-2028 11:17
ExpansiveBreakout,30.3,957.6,-8.7,0.624,1.333,5.55,0.7,87,ETH-1h-250wks,01-10-2028 11:17
ExpansiveBreakout,10.66,257.48,-11.03,0.428,0.848,2.02,0.229,77,ETH-15m-150wks,01-10-2028 11:17
ExpansiveBreakout,4.77,249.6,-1.28,1.128,2.465,3.71,14.263,2,BTC-1d-100wks,01-10-2028 11:17
ExpansiveBreakout,22.8,"33,600",-7.38,0.423,0.656,3.01,1.579,38,BTC-6h-1000wks,01-10-2028 11:17
ExpansiveBreakout,22.8,"36,242",-7.38,0.427,0.662,3.06,1.579,38,BTC-6h-500wks,01-10-2028 11:17
ExpansiveBreakout,15.56,"36,115",-18,0.198,0.301,1.89,0.113,95,BTC-1h-500wks,01-10-2028 11:17
ExpansiveBreakout,4.34,127.77,-7.68,0.586,1.356,1.1,0.226,20,BTC-USD-15m.csv,01-10-2028 11:17
ExpansiveBreakout,9.88,73.38,-6.07,0.715,1.244,12.14,1.337,27,TSLA-hourly,01-10-2028 11:14
ExpansiveBreakout,7.89,-40.88,-6.31,0.619,1.021,16.19,0.767,34,NVDA-hourly,01-10-2028 11:14
ExpansiveBreakout,8.4,48.21,-6.48,0.56,1.048,2.96,0.46,25,AAPL-15m-3Y,01-10-2028 11:14
ExpansiveBreakout,10.29,"1,421",-7.55,0.215,0.354,2.67,0.198,79,AAPL-15m-12Y,01-10-2028 11:14
ExpansiveBreakout,18,292.69,-3.24,1.044,2.325,6.25,16.998,10,SOL-1d-1000wks,01-10-2028 11:14
ExpansiveBreakout,6.17,426.02,-4.75,0.312,0.568,9.77,0.557,46,SOL-6h-400wks,01-10-2028 11:14
ExpansiveBreakout,15.06,"13,579",-9.75,0.39,0.6,5,8.756,18,ETH-1d-1000wks,01-10-2028 11:14
ExpansiveBreakout,25.83,547.15,-6.62,0.65,1.191,7.73,1.552,68,ETH-6h-400wks,01-10-2028 11:14
ExpansiveBreakout,83.26,957.6,-10.23,1.163,2.44,11.66,0.605,220,ETH-1h-250wks,01-10-2028 11:14
ExpansiveBreakout,18.83,257.48,-10.26,0.474,1.05,3.86,0.203,168,ETH-15m-150wks,01-10-2028 11:14
ExpansiveBreakout,7.7,249.6,-1.13,1.246,2.465,15.71,7.804,6,BTC-1d-100wks,01-10-2028 11:14
ExpansiveBreakout,35.24,"29,373",-8.48,0.614,0.915,7.27,4.842,28,BTC-1d-1000wks,01-10-2028 11:14
ExpansiveBreakout,52.68,"33,600",-12.78,0.599,0.963,6.7,1.016,88,BTC-6h-1000wks,01-10-2028 11:14
ExpansiveBreakout,52.68,"36,242",-12.78,0.604,0.972,6.83,1.016,88,BTC-6h-500wks,01-10-2028 11:14
ExpansiveBreakout,5.86,145.36,-1.14,1.022,6.855,0.02,2.865,3,BTC-5m-70wks,01-10-2028 11:14
ExpansiveBreakout,17.5,73.38,-21.9,0.593,0.978,27.34,0.827,56,TSLA-hourly,01-10-2028 11:12
ExpansiveBreakout,73.29,-40.88,-6.45,2.067,5.6,29.85,2.299,46,NVDA-hourly,01-10-2028 11:12
ExpansiveBreakout,2.04,106.06,-11.84,0.125,0.195,21.43,0.165,48,GOOG-hourly,01-10-2028 11:12
ExpansiveBreakout,4.19,48.21,-11.88,0.267,0.49,1.93,0.174,23,AAPL-15m-3Y,01-10-2028 11:12
ExpansiveBreakout,111.37,292.69,-12.92,1.23,2.821,27.82,25.642,21,SOL-1d-1000wks,01-10-2028 11:12
ExpansiveBreakout,72.07,426.02,-14.46,1.065,2.277,26.44,2.714,114,SOL-6h-400wks,01-10-2028 11:12
ExpansiveBreakout,134.71,410.61,-29.95,0.726,1.879,24.48,0.208,632,SOL-1h-250wks,01-10-2028 11:12
ExpansiveBreakout,2.31,730.52,-22.94,0.054,0.093,3.32,0.097,170,SOL-15m-100wks,01-10-2028 11:12
ExpansiveBreakout,315.71,"13,579",-20.4,0.843,1.678,29.7,16.723,59,ETH-1d-1000wks,01-10-2028 11:12
ExpansiveBreakout,315.77,547.15,-11.04,1.307,3.123,28.14,2.272,189,ETH-6h-400wks,01-10-2028 11:12
ExpansiveBreakout,294.69,957.6,-25.31,1.011,3.077,23.49,0.392,612,ETH-1h-250wks,01-10-2028 11:12
ExpansiveBreakout,28.98,257.48,-11.8,0.544,1.452,2.95,0.2,189,ETH-15m-150wks,01-10-2028 11:12
ExpansiveBreakout,12.9,249.6,-4.83,0.941,1.669,35.14,3.651,16,BTC-1d-100wks,01-10-2028 11:12
ExpansiveBreakout,576.12,"29,373",-23.7,0.966,1.782,35.02,7.387,67,BTC-1d-1000wks,01-10-2028 11:12
ExpansiveBreakout,770.26,"33,600",-34.4,0.814,1.563,26.76,1.771,214,BTC-6h-1000wks,01-10-2028 11:12
ExpansiveBreakout,703.61,"36,242",-34.4,0.796,1.518,27.02,1.742,212,BTC-6h-500wks,01-10-2028 11:12
ExpansiveBreakout,5.29,145.36,-2.09,0.776,15.324,0.03,3.298,2,BTC-5m-70wks,01-10-2028 11:12
ExpansiveBreakout,28.82,"36,115",-52.29,0.109,0.189,7.31,0.105,403,BTC-1h-500wks,01-10-2028 11:12
ExpansiveBreakout,6.15,490.65,-19.39,0.199,0.396,1.27,0.052,93,BTC-15m-150wks,01-10-2028 11:12
ExponentialReversion,1.54,145.36,-0.75,0.85,-,0,1.826,1,BTC-5m-70wks,01-10-2027 19:14
ExponentialSurge,18.61,73.38,-4.55,1.137,2.01,47.47,3.935,23,TSLA-hourly,01-10-2027 19:17
ExponentialSurge,10.48,426.02,-3.34,0.825,1.528,9.68,8.763,12,SOL-6h-400wks,01-10-2027 19:17
ExponentialSurge,16.48,410.61,-8.42,0.574,0.963,14.42,1.403,63,SOL-1h-250wks,01-10-2027 19:17
ExponentialSurge,10.39,730.52,-9.29,0.546,1.087,4.31,0.257,41,SOL-15m-100wks,01-10-2027 19:17
ExponentialSurge,14.22,547.15,-5.53,0.529,0.925,12.92,4.671,26,ETH-6h-400wks,01-10-2027 19:17
ExponentialSurge,24.34,957.6,-11.94,0.531,0.949,16.55,0.191,94,ETH-1h-250wks,01-10-2027 19:17
ExponentialSurge,24.11,257.48,-9.66,0.8,1.679,8.87,0.177,71,ETH-15m-150wks,01-10-2027 19:17
ExponentialSurge,3.45,145.36,-4.92,0.482,1.056,2.54,1.085,14,BTC-5m-70wks,01-10-2027 19:17
ExponentialSurge,46.24,"36,115",-18.32,0.452,0.809,20.99,1.851,148,BTC-1h-500wks,01-10-2027 19:17
ExponentialSurge,3.81,127.77,-3.02,0.951,1.683,3.28,0.894,7,BTC-USD-15m.csv,01-10-2027 19:17
ExponentialSurge,1.33,106.06,-1.96,0.305,0.487,12.49,0.307,17,GOOG-hourly,01-10-2027 19:15
ExponentialSurge,6.7,48.21,-4.14,0.577,1.043,9.15,0.205,63,AAPL-15m-3Y,01-10-2027 19:15
ExponentialSurge,4.94,"1,421",-7.67,0.119,0.201,8.03,0.072,247,AAPL-15m-12Y,01-10-2027 19:15
ExponentialSurge,9.09,292.69,-4.49,0.844,1.704,6.67,118.317,3,SOL-1d-1000wks,01-10-2027 19:15
ExponentialSurge,4.92,426.02,-2.29,0.595,1.142,9.16,4.478,22,SOL-6h-400wks,01-10-2027 19:15
ExponentialSurge,83.53,"13,579",-29.82,0.615,1.208,13.85,164.886,13,ETH-1d-1000wks,01-10-2027 19:15
ExponentialSurge,38.44,"33,600",-9.68,0.64,1.276,6.8,2.288,40,BTC-6h-1000wks,01-10-2027 19:15
ExponentialSurge,38.44,"36,242",-9.68,0.645,1.288,6.93,2.288,40,BTC-6h-500wks,01-10-2027 19:15
ExponentialSurge,5.66,73.38,-8.13,0.443,0.768,24,0.31,72,TSLA-hourly,01-10-2027 19:14
ExponentialSurge,8.75,106.06,-10.16,0.621,1.036,18.93,0.176,59,GOOG-hourly,01-10-2027 19:14
ExponentialSurge,2.72,-7.67,-2.22,2.603,6.37,7.14,0.557,9,TSLA-5m-30D,01-10-2027 19:14
ExponentialSurge,5.11,"1,421",-11.79,0.099,0.183,5.48,0.045,295,AAPL-15m-12Y,01-10-2027 19:14
ExponentialSurge,9.81,292.69,-1.77,1.026,1.973,9.58,14.266,12,SOL-1d-1000wks,01-10-2027 19:14
ExponentialSurge,20.77,426.02,-6.2,1.094,1.988,13.46,1.955,80,SOL-6h-400wks,01-10-2027 19:14
ExponentialSurge,55.11,730.52,-5.86,1.574,5.139,3.85,0.304,341,SOL-15m-100wks,01-10-2027 19:14
ExponentialSurge,9.41,"13,579",-3.67,0.507,0.777,9.22,2.422,36,ETH-1d-1000wks,01-10-2027 19:14
ExponentialSurge,19.09,547.15,-7.24,0.496,0.922,12.54,0.337,182,ETH-6h-400wks,01-10-2027 19:14
ExponentialSurge,26.85,257.48,-10.87,0.912,2.072,3.26,0.105,312,ETH-15m-150wks,01-10-2027 19:14
ExponentialSurge,28.25,"29,373",-3.82,0.899,1.882,12.34,5.406,47,BTC-1d-1000wks,01-10-2027 19:14
ExponentialSurge,53.59,"33,600",-7.76,0.927,1.677,13.35,0.684,201,BTC-6h-1000wks,01-10-2027 19:14
ExponentialSurge,50.55,"36,242",-7.76,0.897,1.613,13.39,0.671,199,BTC-6h-500wks,01-10-2027 19:14
ExponentialSurge,10.5,145.36,-3.62,1.357,3.782,0.44,0.31,62,BTC-5m-70wks,01-10-2027 19:14
ExponentialSurge,"1,088","36,115",-11.97,0.065,6.704,7.91,"2,584",758,BTC-1h-500wks,01-10-2027 19:14
FlexibleSynergy,2.02,-40.88,-0.84,0.661,1.357,8.33,1.411,51,NVDA-hourly,01-10-2028 11:50
FlexibleSynergy,9.55,292.69,-4.22,0.479,0.746,6.03,3.957,25,SOL-1d-1000wks,01-10-2028 11:50
FlexibleSynergy,8.83,730.52,-1.81,2.062,4.04,2.3,0.127,681,SOL-15m-100wks,01-10-2028 11:50
FlexibleSynergy,10.31,"13,579",-5.08,0.302,0.503,5.55,1.457,68,ETH-1d-1000wks,01-10-2028 11:50
FlexibleSynergy,1.23,249.6,-0.36,0.671,2.227,1.14,4.246,3,BTC-1d-100wks,01-10-2028 11:50
FlexibleSynergy,9.64,"29,373",-4.16,0.325,0.563,3.86,1.925,49,BTC-1d-1000wks,01-10-2028 11:50
FlexibleSynergy,9.5,"33,600",-3.72,0.427,0.601,5.13,0.277,290,BTC-6h-1000wks,01-10-2028 11:50
FlexibleSynergy,9.43,"36,242",-3.72,0.428,0.603,5.21,0.276,289,BTC-6h-500wks,01-10-2028 11:50
FlexibleSynergy,18.22,"36,115",-4.05,0.848,1.267,3.51,0.142,1230,BTC-1h-500wks,01-10-2028 11:50
FundingCascade,10.57,-40.88,-2.82,1.091,2.495,4.75,3.23,11,NVDA-hourly,01-10-2028 10:54
FundingCascade,11.63,292.69,-2.02,0.74,1.739,1.63,19.582,4,SOL-1d-1000wks,01-10-2028 10:54
FundingCascade,3.55,426.02,-3.1,0.284,0.432,2.36,0.601,17,SOL-6h-400wks,01-10-2028 10:54
FundingCascade,52.41,730.52,-9.28,1.556,2.79,0.9,0.267,166,SOL-15m-100wks,01-10-2028 10:54
FundingCascade,1.83,"13,579",-8.16,0.04,0.063,1.2,1.863,11,ETH-1d-1000wks,01-10-2028 10:54
FundingCascade,2.02,249.6,-0.07,0.855,22.205,0.71,12.021,1,BTC-1d-100wks,01-10-2028 10:54
FundingCascade,14.87,"29,373",-5.2,0.289,0.519,1.32,2.315,9,BTC-1d-1000wks,01-10-2028 10:54
FundingCascade,32.55,"33,600",-13.72,0.298,0.486,1.27,1.129,47,BTC-6h-1000wks,01-10-2028 10:54
FundingCascade,22.84,"36,242",-13.73,0.228,0.356,1.26,0.998,45,BTC-6h-500wks,01-10-2028 10:54
FundingCascade,1.29,145.36,-7.98,0.122,0.161,0.7,0.007,284,BTC-5m-70wks,01-10-2028 10:54
FundingCascade,106.19,"36,115",-27.4,0.616,1.013,1.45,0.334,281,BTC-1h-500wks,01-10-2028 10:54
FundingCascade,3.39,490.65,-11.2,0.177,0.274,1.16,0.104,122,BTC-15m-150wks,01-10-2028 10:54
FundingCascade,1.18,73.38,-7.13,0.167,0.245,3.35,0.297,17,TSLA-hourly,01-10-2028 10:53
FundingCascade,7,"1,421",-3.7,0.308,0.493,0.48,0.256,44,AAPL-15m-12Y,01-10-2028 10:53
FundingCascade,1.4,410.61,-14.09,0.048,0.068,3.4,0.125,171,SOL-1h-250wks,01-10-2028 10:53
FundingCascade,44.84,730.52,-8.85,1.529,2.723,1.31,0.15,264,SOL-15m-100wks,01-10-2028 10:53
FundingCascade,3.52,957.6,-11.22,0.102,0.149,3.09,0.043,177,ETH-1h-250wks,01-10-2028 10:53
FundingCascade,23.6,"29,373",-7.02,0.405,0.847,1.27,5.18,15,BTC-1d-1000wks,01-10-2028 10:53
FundingCascade,18.65,"33,600",-13.3,0.19,0.269,1.86,0.983,68,BTC-6h-1000wks,01-10-2028 10:53
FundingCascade,10.22,"36,242",-13.28,0.113,0.154,1.89,0.88,67,BTC-6h-500wks,01-10-2028 10:53
FundingCascade,4.36,145.36,-4.62,0.523,0.765,0.89,0.011,416,BTC-5m-70wks,01-10-2028 10:53
FundingCascade,110.23,"36,115",-27.45,0.662,0.929,1.56,0.279,367,BTC-1h-500wks,01-10-2028 10:53
FundingCrossover,7.13,73.38,-8.77,0.359,0.535,9.58,0.283,34,TSLA-hourly,01-10-2028 11:09
FundingCrossover,2.86,106.06,-5.76,0.218,0.291,10.1,0.257,20,GOOG-hourly,01-10-2028 11:09
FundingCrossover,4.08,22.99,-0.57,2.471,9.537,10.26,2.048,3,NQ-4h-10Y,01-10-2028 11:09
FundingCrossover,4.08,22.99,-0.57,2.471,9.537,10.26,2.048,3,ES-4h-10Y,01-10-2028 11:09
FundingCrossover,30.41,"1,421",-26.06,0.271,0.399,20.78,0.065,670,AAPL-15m-12Y,01-10-2028 11:09
FundingCrossover,24.86,410.61,-20.37,0.366,0.856,3.49,0.255,128,SOL-1h-250wks,01-10-2028 11:09
FundingCrossover,16.98,730.52,-10.17,0.652,1.198,6.38,0.119,198,SOL-15m-100wks,01-10-2028 11:09
FundingCrossover,1.21,"13,579",-0.7,0.228,0.549,0.21,0.358,3,ETH-1d-1000wks,01-10-2028 11:09
FundingCrossover,44.48,957.6,-10.69,0.744,1.289,6.37,0.344,164,ETH-1h-250wks,01-10-2028 11:09
FundingCrossover,6.68,145.36,-10.57,0.525,0.844,6.76,0.027,387,BTC-5m-70wks,01-10-2028 11:09
FundingCrossover,9.56,"36,115",-40.24,0.086,0.131,7.72,0.058,314,BTC-1h-500wks,01-10-2028 11:09
FundingCrossover,2.92,127.64,-2.4,0.688,2.085,1.03,0.542,7,BTC-USD-15m.csv,01-10-2028 11:09
FundingCrossover,24.81,73.38,-4.77,1.142,3.196,9.58,0.718,64,TSLA-hourly,01-10-2028 11:00
FundingCrossover,5.25,106.06,-5.9,0.461,0.85,12.49,0.21,52,GOOG-hourly,01-10-2028 11:00
FundingCrossover,2.73,22.99,-1.36,1.395,2.798,11.65,0.722,8,NQ-4h-10Y,01-10-2028 11:00
FundingCrossover,2.73,22.99,-1.36,1.395,2.798,11.65,0.722,8,ES-4h-10Y,01-10-2028 11:00
FundingCrossover,59.01,"1,421",-10.89,0.627,0.986,12.44,0.086,1121,AAPL-15m-12Y,01-10-2028 11:00
FundingCrossover,3.29,292.69,-3.3,0.223,0.395,1.99,0.518,13,SOL-1d-1000wks,01-10-2028 11:00
FundingCrossover,20.63,426.02,-6.39,0.717,1.459,2.85,0.563,78,SOL-6h-400wks,01-10-2028 11:00
FundingCrossover,1.42,410.61,-16.52,0.038,0.063,4.5,0.015,398,SOL-1h-250wks,01-10-2028 11:00
FundingCrossover,16.47,"13,579",-6.86,0.282,0.564,2.02,1.241,25,ETH-1d-1000wks,01-10-2028 11:00
FundingCrossover,7.41,547.15,-11.61,0.152,0.246,3.38,0.107,122,ETH-6h-400wks,01-10-2028 11:00
FundingCrossover,11.13,"29,373",-9.45,0.228,0.424,2.7,0.402,30,BTC-1d-1000wks,01-10-2028 11:00
FundingCrossover,46.76,"33,600",-12.89,0.567,1.005,5.89,0.48,160,BTC-6h-1000wks,01-10-2028 11:00
FundingCrossover,41.86,"36,242",-12.91,0.526,0.924,5.82,0.44,157,BTC-6h-500wks,01-10-2028 11:00
FundingReversal,23.52,-40.88,-17.15,0.371,1.943,21.93,0.736,91,NVDA-hourly,01-10-2028 11:06
FundingReversal,3.16,-7.67,-4.7,1.393,2.932,9.19,0.366,13,TSLA-5m-30D,01-10-2028 11:06
FundingReversal,3.11,37.98,-0.22,3.105,-,0.03,1.697,2,SOL-1m-8wks,01-10-2028 11:06
FundingReversal,15.62,73.38,-3.74,1.121,3.275,3.09,3.213,7,TSLA-hourly,01-10-2028 10:46
FundingReversal,7.31,-40.88,-0.91,1.114,8.988,1.92,6.887,3,NVDA-hourly,01-10-2028 10:46
FundingReversal,3.35,"1,421",-2.09,0.171,0.523,0.02,1.866,2,AAPL-15m-12Y,01-10-2028 10:46
FundingReversal,8.32,292.69,-3.47,0.4,0.737,1.35,6.941,5,SOL-1d-1000wks,01-10-2028 10:46
FundingReversal,6.46,426.02,-4.54,0.301,0.458,5.33,1.46,18,SOL-6h-400wks,01-10-2028 10:46
FundingReversal,23.95,"33,600",-20.36,0.35,0.583,0.32,2.94,12,BTC-6h-1000wks,01-10-2028 10:46
FundingReversal,23.95,"36,242",-20.36,0.353,0.588,0.32,2.94,12,BTC-6h-500wks,01-10-2028 10:46
FundingReversal,12.96,"36,115",-15.84,0.243,0.374,0.03,2.62,8,BTC-1h-500wks,01-10-2028 10:46
FundingReversal,2.45,490.65,-2.04,0.579,-,0.02,1.608,2,BTC-15m-150wks,01-10-2028 10:46
FundingReversal,31.74,73.38,-12.22,0.914,2.53,9.29,2.107,22,TSLA-hourly,01-10-2028 10:38
FundingReversal,2.2,106.06,-3.3,0.461,0.862,1.22,1.231,2,GOOG-hourly,01-10-2028 10:38
FundingReversal,10.17,"1,421",-5.72,0.313,0.638,0.13,1.391,10,AAPL-15m-12Y,01-10-2028 10:38
FundingReversal,34.74,292.69,-2.81,0.977,6.215,1.28,26.059,5,SOL-1d-1000wks,01-10-2028 10:38
FundingReversal,25.67,"13,579",-11.64,0.392,0.7,0.8,6.515,13,ETH-1d-1000wks,01-10-2028 10:38
FundingReversal,29.43,"29,373",-6.25,0.441,1.082,0.59,6.827,10,BTC-1d-1000wks,01-10-2028 10:38
FundingReversal,27.42,"36,115",-11.5,0.376,1.977,0.02,4.905,6,BTC-1h-500wks,01-10-2028 10:38
FundingReversal,15.6,490.65,-5.82,0.968,1.976,0.25,2.797,7,BTC-15m-150wks,01-10-2028 10:38
FundingReversal,6.26,292.69,-0.29,1.588,9.499,1.92,13.66,16,SOL-1d-1000wks,01-10-2028 10:37
FundingReversal,2.32,730.52,-2.03,0.811,1.135,16.59,0.452,154,SOL-15m-100wks,01-10-2028 10:37
FundingReversal,3.09,"13,579",-1.49,0.489,0.772,2.94,2.666,38,ETH-1d-1000wks,01-10-2028 10:37
FundingReversal,2.3,257.48,-0.71,1.027,1.655,10.82,0.541,128,ETH-15m-150wks,01-10-2028 10:37
FundingReversal,5.53,"29,373",-0.9,0.908,1.891,2.4,6.026,30,BTC-1d-1000wks,01-10-2028 10:37
FundingReversal,5.52,"33,600",-1.92,0.672,1.056,9.6,1.37,128,BTC-6h-1000wks,01-10-2028 10:37
FundingReversal,5.67,"36,242",-1.91,0.686,1.093,9.77,1.404,128,BTC-6h-500wks,01-10-2028 10:37
FundingReversal,1.86,145.36,-0.4,2.067,4.741,4.78,3.093,18,BTC-5m-70wks,01-10-2028 10:37
FundingReversal,2.62,490.65,-0.42,1.596,2.831,4.52,1.639,48,BTC-15m-150wks,01-10-2028 10:37
HarmonicEquality,3.94,73.38,-2.37,0.847,1.424,5.45,4.441,5,TSLA-hourly,11-05-2025 08:35
HarmonicEquality,1.88,426.02,-5.66,0.2,0.289,18.91,6.553,10,SOL-6h-400wks,11-05-2025 08:35
HarmonicEquality,12.04,730.52,-13.26,0.569,1.021,6.79,0.472,71,SOL-15m-100wks,11-05-2025 08:35
HarmonicEquality,5.58,957.6,-9.92,0.229,0.339,10.11,0.474,56,ETH-1h-250wks,11-05-2025 08:35
HarmonicEquality,2.5,"29,373",-2.77,0.2,0.333,5.47,10.539,5,BTC-1d-1000wks,11-05-2025 08:35
HarmonicEquality,1.16,"33,600",-4.25,0.064,0.107,6.07,2.564,14,BTC-6h-1000wks,11-05-2025 08:35
HarmonicEquality,2.2,"36,242",-4.25,0.123,0.209,6.15,3.112,13,BTC-6h-500wks,11-05-2025 08:35
HierarchicalRetracement,6.19,-40.88,-13.33,0.285,0.449,24.14,0.298,71,NVDA-hourly,11-05-2025 09:40
HierarchicalRetracement,3.25,-7.67,-0.85,3.909,-,6.67,2.057,2,TSLA-5m-30D,11-05-2025 09:40
HierarchicalRetracement,2.76,"1,421",-9.16,0.037,0.06,5.54,0.024,97,AAPL-15m-12Y,11-05-2025 09:40
HierarchicalRetracement,1.87,37.98,-1.13,3.268,-,1.77,3.386,1,SOL-1m-8wks,11-05-2025 09:40
HierarchicalRetracement,1.22,249.6,-5.71,0.14,0.205,31.14,0.343,20,BTC-1d-100wks,11-05-2025 09:40
HierarchicalRetracement,2.35,145.36,-4.27,0.327,0.756,0.32,0.326,8,BTC-5m-70wks,11-05-2025 09:40
HolisticDecomposition,5.22,73.38,-15.43,0.16,0.232,50.67,0.004,91,TSLA-hourly,01-10-2028 11:35
HolisticDecomposition,3.08,22.99,-0.61,1.881,7.029,6.96,3.412,1,NQ-4h-10Y,01-10-2028 11:35
HolisticDecomposition,3.08,22.99,-0.61,1.881,7.029,6.96,3.412,1,ES-4h-10Y,01-10-2028 11:35
HolisticDecomposition,25.47,292.69,-12.71,0.618,1.089,31.09,3.733,34,SOL-1d-1000wks,01-10-2028 11:35
HolisticDecomposition,74.56,426.02,-17.69,1.1,2.116,56.14,2.382,121,SOL-6h-400wks,01-10-2028 11:35
HolisticDecomposition,232.25,410.61,-39.7,0.839,1.948,59.36,0.347,713,SOL-1h-250wks,01-10-2028 11:35
HolisticDecomposition,93.93,"13,579",-19.03,0.622,1.054,28.41,3.62,116,ETH-1d-1000wks,01-10-2028 11:35
HolisticDecomposition,75.59,547.15,-25.28,0.569,0.988,56.94,0.753,245,ETH-6h-400wks,01-10-2028 11:35
HolisticDecomposition,43.65,957.6,-35.91,0.244,0.434,51.8,0.142,763,ETH-1h-250wks,01-10-2028 11:35
HolisticDecomposition,19.13,249.6,-4.37,1.7,3.553,34.29,7.714,12,BTC-1d-100wks,01-10-2028 11:35
HolisticDecomposition,131.18,"29,373",-18.52,0.704,1.136,31.47,2.999,120,BTC-1d-1000wks,01-10-2028 11:35
HolisticDecomposition,60.18,"33,600",-42.74,0.24,0.358,32.1,0.363,479,BTC-6h-1000wks,01-10-2028 11:35
HolisticDecomposition,36.46,"36,242",-42.74,0.163,0.237,32.1,0.326,467,BTC-6h-500wks,01-10-2028 11:35
HolisticDecomposition,3.82,127.77,-15.94,0.333,0.569,11.23,0.213,38,BTC-USD-15m.csv,01-10-2028 11:35
HolisticDecomposition,13.16,106.06,-7.29,0.653,1.15,21.64,0.06,283,GOOG-hourly,01-10-2028 11:33
HolisticDecomposition,29.21,292.69,-7.62,1.005,1.74,21.08,2.329,105,SOL-1d-1000wks,01-10-2028 11:33
HolisticDecomposition,34.01,426.02,-6.61,1.054,2.044,23.95,0.432,488,SOL-6h-400wks,01-10-2028 11:33
HolisticDecomposition,18.16,730.52,-19.19,0.42,0.736,4.62,0.047,1045,SOL-15m-100wks,01-10-2028 11:33
HolisticDecomposition,124.19,"13,579",-5.18,1.138,1.963,22.89,2.324,270,ETH-1d-1000wks,01-10-2028 11:33
HolisticDecomposition,76.28,547.15,-6.79,1.158,2.401,23.06,0.276,876,ETH-6h-400wks,01-10-2028 11:33
HolisticDecomposition,7.73,957.6,-31.67,0.098,0.172,19.78,-0.01,2376,ETH-1h-250wks,01-10-2028 11:33
HolisticDecomposition,9.84,249.6,-2.23,1.313,2.525,33.14,0.703,72,BTC-1d-100wks,01-10-2028 11:33
HolisticDecomposition,155.27,"29,373",-7.59,1.06,1.888,24.74,1.239,326,BTC-1d-1000wks,01-10-2028 11:33
HolisticDecomposition,159.49,"33,600",-13.7,0.726,1.136,21.78,0.251,1145,BTC-6h-1000wks,01-10-2028 11:33
HolisticDecomposition,162.78,"36,242",-13.7,0.745,1.169,21.82,0.259,1123,BTC-6h-500wks,01-10-2028 11:33
HolisticDecomposition,1.64,145.36,-3.01,0.509,0.717,0.03,0.155,14,BTC-5m-70wks,01-10-2028 11:33
HolisticDecomposition,195.26,"36,115",-40.53,0.722,1.256,8.42,0.078,2315,BTC-1h-500wks,01-10-2028 11:33
HybridSqueeze,1.98,127.77,-2.43,0.442,2.218,0.26,-0.06,15,BTC-USD-15m.csv,11-08-2025 09:15
