date,total_trades,winning_trades,losing_trades,win_rate,avg_pnl,total_pnl,sharpe,needs_improvement
2025-11-01,10,3,7,30.00%,-41.50,-415.00,-0.70,True
2025-11-01,10,3,7,30.00%,-41.50,-415.00,-0.70,True
2025-11-01,10,3,7,30.00%,-41.50,-415.00,-0.70,True
